url,ID,nickname,comment,like,time
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,6009386236,等一年改一次昵称,看看武汉工商局朱保华吧,747,2020-02-20 23:46:31
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,ZyX5A0,加油加油再加油yh,复工？？新疆连门都出不去，买菜扔垃圾都不行，怎么复工？,251,2020-02-20 23:53:53
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,6475126766,南辞遇,国家能在疫情的情况下依旧能让大体的经济局面没有掉线，真的很了不起了。,192,2020-02-20 23:45:18
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,3226016003,Krypton,看看新疆看看新疆看看新疆,108,2020-02-21 00:21:06
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,7088263321,全是甜份,国家能在疫情的情况下依旧能让大体的经济局面没有掉线，真的很了不起了。,52,2020-02-20 23:45:35
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,1780793554,阿木扎石,朱保华！！！请严查！谢谢！！！,55,2020-02-21 00:05:05
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,2389392643,机械先驱,郑州市政fu联合郑州投资控股有限公司成立集资平台(郑投网)，为郑州市国企融资。如今这些国企拒不还钱，导致两千多出借人血本无归。政fu为此事成立工作组，但事发已半年之久，任何结果都没有。广大出借人向上级反应，被各种警告训诫。有些干部不为群众办实事，面对出借人的诉求各种踢皮球。希望媒体关注,44,2020-02-20 23:48:42
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,6078374299,我的星星冷冷清清,求你看看乌鲁木齐吧   楼都下不去。,48,2020-02-21 00:19:13
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,7185945991,小瑶奈奈子,万物复苏之际 恰好一路有你,33,2020-02-20 23:45:19
https://weibo.cn/comment/hot/Iv81gfb4y?rl=2,3247301951,殷豪辰,关注下新疆复工情况吧，一封了之！,49,2020-02-21 00:26:55
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,2651546422,暖阿暖阿暖_,我的店就在旁边……我也知道这位,33945,2020-02-20 23:34:58
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,2272989624,碧落小夭,看过武汉中心医院的医生写过，老板叫林军，非常的仗义善良，随和，医院的人都好喜欢他，主任还为他开口要床位了，不过实在紧张也没住上院，双肺全白走了，看的时候就哭了，为一个陌生人,27039,2020-02-20 23:39:05
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,6409858479,人畜无害9794,这场抗疫战争我们有可能会胜利，但是会付出惨烈的代价………,17062,2020-02-20 23:27:22
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,2249872265,刘安娜小提琴的大备胎,都是平凡人，但在我们眼泪都是英雄,9816,2020-02-20 23:26:28
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,6981711296,whomik,致敬,6654,2020-02-20 23:26:07
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,2479061851,猫片bot,也许那些不起眼的人物死掉只是这场战疫里的渺小数字，但对于每一个家庭，每一个身边的朋友，他们都是鲜活的故事，有性格，有容貌，有爱,6364,2020-02-20 23:27:10
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,5900787309,式微胡不归mm,没有英雄，都是平凡又勇敢的人…致敬！,3162,2020-02-20 23:26:37
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,3189041783,Pandorakiki,听到这个消息真的太难受了,2053,2020-02-20 23:26:50
https://weibo.cn/comment/hot/Iv7TvrL5l?rl=2,1109534722,n家de小h,为什么这么好的人却不能等到庆祝疫情结束的时候,1233,2020-02-20 23:36:54
https://weibo.cn/comment/hot/Iv73AE9Vj?rl=2,3911309331,放开那个仙女行不行,她可能不完美，但是她是真心为你好，没有另外一个国家，会这么照顾你，在最危难的时刻，只有祖国是你的依靠。 ,13712,2020-02-20 21:18:17
https://weibo.cn/comment/hot/Iv73AE9Vj?rl=2,5904692859,不够正经的小二,重庆🐮批,11889,2020-02-20 21:18:19
